no,paper,cited_paper,label,text
137,I05-2004,C04-1162,0,"Ranking algorithms, such as Kleinbergs HITS algorithm (Kleinberg, 1999) or Googles PageRank (Brin and Page, 1998), have been traditionally and successfully used in Web-link analysis (Brin and Page, 1998), social networks, and more recently in text processing applications (Mihalcea and Tarau, 2004), (Mihalcea et al. , 2004), (Erkan and Radev, 2004)."
138,N06-1027,C04-1162,0,"Inspired by the idea of graph based algorithms to collectively rank and select the best candidate, research efforts in the natural language community have applied graph-based approaches on keyword selection (Mihalcea and Tarau, 2004), text summarization (Erkan and Radev, 2004; Mihalcea, 2004), word sense disambiguation (Mihalcea et al. , 2004; Mihalcea, 2005), sentiment analysis (Pang and Lee, 2004), and sentence retrieval for question answering (Otterbacher et al. , 2005)."
139,P04-3020,C04-1162,0,"Such text-oriented ranking methods can be applied to tasks ranging from automated extraction of keyphrases, to extractive summarization and word sense disambiguation (Mihalcea et al. , 2004)."
140,W06-3811,C04-1162,0,"Using dictionaries as network of lexical items or senses has been quite popular for word sense disambiguation (Veronis and Ide, 1990; H.Kozima and Furugori, 1993; Niwa and Nitta, 1994) before losing ground to statistical approaches, even though (Gaume et al. , 2004; Mihalcea et al. , 2004) tried a revival of such methods."
141,D09-1114,C08-1005,0,"Although various approaches to SMT system combination have been explored, including enhanced combination model structure (Rosti et al., 2007), better word alignment between translations (Ayan et al., 2008; He et al., 2008) and improved confusion network construction (Rosti et al., 2008), most previous work simply used the ensemble of SMT systems based on different models and paradigms at hand and did not tackle the issue of how to obtain the ensemble in a principled way."
142,P09-1066,C08-1005,0,"Most of the work focused on seeking better word alignment for consensus-based confusion network decoding (Matusov et al., 2006) or word-level system combination (He et al., 2008; Ayan et al., 2008)."
143,D09-1073,C08-1027,0,"However, one of the major limitations of these advances is the structured syntactic knowledge, which is important to global reordering (Li et al., 2007; Elming, 2008), has not been well exploited."
144,D09-1008,C08-1041,0,"(He et al., 2008)."
145,D09-1008,C08-1041,0,"Please note that our approach is very different from other approaches to context dependent rule selection such as (Ittycheriah and Roukos, 2007) and (He et al., 2008)."
146,D09-1008,C08-1041,0,"Thus, we can compute the source dependency LM score in the same way we compute the target side score, using a procedure described in (Shen et al., 2008)."
147,D09-1008,C08-1041,0,"Due to the lack of a good Arabic parser compatible with the Sakhr tokenization that we used on the source side, we did not test the source dependency LM for Arabic-to-English MT. When extracting rules with source dependency structures, we applied the same well-formedness constraint on the source side as we did on the target side, using a procedure described by (Shen et al., 2008)."
148,D09-1008,C08-1041,0,"A remedy is to aggressively limit the feature space, e.g. to syntactic labels or a small fraction of the bi-lingual features available, as in (Chiang et al., 2008; Chiang et al., 2009), but that reduces the benefit of lexical features."
149,D09-1008,C08-1041,0,"In (Post and Gildea, 2008; Shen et al., 2008), target trees were employed to improve the scoring of translation theories."
150,D09-1008,C08-1041,0,"A few studies (Carpuat and Wu, 2007; Ittycheriah and Roukos, 2007; He et al., 2008; Hasan et al., 2008) addressed this defect by selecting the appropriate translation rules for an input span based on its context in the input sentence."
151,D09-1008,C08-1041,0,"The other approach is to estimate a single score or likelihood of a translation with rich features, for example, with the maximum entropy (MaxEnt) method as in (Carpuat and Wu, 2007; Ittycheriah and Roukos, 2007; He et al., 2008)."
152,D09-1008,C08-1041,0,"In (He et al., 2008), lexical 72 features were limited on each single side due to the feature space problem."
153,D09-1008,C08-1041,0,"Similar ideas were explored in (He et al., 2008)."
154,D09-1008,C08-1041,0,"(Carpuat and Wu, 2007) and (He et al., 2008), the specific technique we used by means of a context language model is rather different."
155,D09-1008,C08-1041,0,"73 1.2.2 Baseline System and Experimental Setup We take BBNs HierDec, a string-to-dependency decoder as described in (Shen et al., 2008), as our baseline for the following two reasons:  It provides a strong baseline, which ensures the validity of the improvement we would obtain."
156,D09-1008,C08-1041,0,"2 Linguistic and Context Features 2.1 Non-terminal Labels In the original string-to-dependency model (Shen et al., 2008), a translation rule is composed of a string of words and non-terminals on the source side and a well-formed dependency structure on the target side."
157,E09-1044,C08-1064,0,"Previously published approaches to reducing the rule set include: enforcing a minimum span of two words per non-terminal (Lopez, 2008), which would reduce our set to 115M rules; or a minimum count (mincount) threshold (Zollmann et al., 2008), which would reduce our set to 78M (mincount=2) or 57M (mincount=3) rules."
158,E09-1044,C08-1064,0,Lopez (2008) explores whether lexical reordering or the phrase discontiguity inherent in hierarchical rules explains improvements over phrase-based systems.
159,N09-1049,C08-1064,0,Lopez (2008) explores whether lexical reordering or the phrase discontiguity inherent in hierarchical rules explains improvements over phrase-based systems.
160,W09-0426,C08-1064,1,"First, such a system makes use of lexical information when modeling reordering (Lopez, 2008), which has previously been shown to be useful in German-to-English translation (Koehn et al., 2008)."
161,W09-0437,C08-1064,0,"2 Models, Search Spaces, and Errors A translation model consists of two distinct elements: an unweighted ruleset, and a parameterization (Lopez, 2008a; 2009)."
162,W09-0437,C08-1064,0,Lopez (2008b) gives indirect experimental evidence that this difference affects performance.
163,W09-0437,C08-1064,0,"Our hierarchical system is Hiero (Chiang, 2007), modified to construct rules from a small sample of occurrences of each source phrase in training as described by Lopez (2008b)."
164,E09-1057,C08-1067,0,"In a next step, chunk information was added by a rule-based language-independent chunker (Macken et al., 2008) that contains distituency rules, which implies that chunk boundaries are added between two PoS codes that cannot occur in the same constituent."
165,E09-1057,C08-1067,1,"(Macken et al., 2008) showed that the results for French-English were competitive to state-of-the-art alignment systems."
166,D09-1125,C08-1074,1,"Then the same system weights are applied to both IncHMM and Joint Decoding -based approaches, and the feature weights of them are trained using the max-BLEU training method proposed by Och (2003) and refined by Moore and Quirk (2008)."
167,W09-0439,C08-1074,0,"Previouswork, eg (Moore and Quirk, 2008; Cer et al., 2008), has focusedonimprovingtheperformanceofPowells algorithm."
168,W09-0439,C08-1074,0,"Moore and Quirk (2008) share the goal underlying our own research: improving, rather than replacing, Ochs MERT procedure."
169,E09-1071,C08-1114,0,"One such relational reasoning task is the problem of compound noun interpretation, which has received a great deal of attention in recent years (Girju et al., 2005; Turney, 2006; Butnariu and Veale, 2008)."
170,E09-1071,C08-1114,0,Turney (2008) has recently proposed a simpler SVM-based algorithm for analogical classification called PairClass.
171,E09-1071,C08-1114,0,"Turney (2008) argues that many NLP tasks can be formulated in terms of analogical reasoning, and he applies his PairClass algorithm to a number of problems including SAT verbal analogy tests, synonym/antonym classification and distinction between semantically similar and semantically associated words."
172,E09-1071,C08-1114,0,AnalternativeembeddingisthatusedbyTurney (2008) in his PairClass system (see Section 6).
173,N09-1058,C08-1114,0,"Language modeling (Chen and Goodman, 1996), noun-clustering (Ravichandran et al., 2005), constructing syntactic rules for SMT (Galley et al., 2004), and finding analogies (Turney, 2008) are examples of some of the problems where we need to compute relative frequencies."
174,N09-1058,C08-1114,0,"In NLP community, it has been shown that having more data results in better performance (Ravichandran et al., 2005; Brants et al., 2007; Turney, 2008)."
175,W09-0201,C08-1114,0,"In Table 6 we report our results, together with the state-of-the-art from the ACL wiki5 and the scores of Turney (2008) (PairClass) and from Amac Herdagdelens PairSpace system, that was trained on ukWaC."
176,W09-0201,C08-1114,0,2 Related work Turney (2008) recently advocated the need for a uniform approach to corpus-based semantic tasks.
177,W09-0201,C08-1114,0,Such tasks will require an extension of the current framework of Turney (2008) beyond evidence from the direct cooccurrence of target word pairs.
178,W09-0205,C08-1114,0,"Turney (2008) is the first, to the best of our knowledge, to raise the issue of a unified approach."
179,W09-0205,C08-1114,0,The algorithm proposed by Turney (2008) is labeled as Turney-PairClass.
180,W09-0205,C08-1114,0,"Building on a recent proposal in this direction by Turney (2008), we propose a generic method of this sort, and we test it on a set of unrelated tasks, reporting good performance across the board with very little task-specific tweaking."
181,W09-0205,C08-1114,0,We adopt a similar approach to the one used in Turney (2008) and consider each question as a separate binary classification problem with one positive training instance and 5 unknown pairs.
182,W09-0419,C08-1115,0,"They are part of an effort to better integrate a linguistic, rule-based system and the statistical correcting layer also illustrated in (Ueffing et al., 2008)."
183,D09-1079,C08-1125,0,"3.5 Domain adaptation in Machine Translation Within MT there has been a variety of approaches dealing with domain adaption (for example (Wu et al., 2008; Koehn and Schroeder, 2007)."
184,P09-1036,C08-1127,0,"This, unfortunately, significantly jeopardizes performance (Koehn et al., 2003; Xiong et al., 2008) because by integrating syntactic constraint into decoding as a hard constraint, it simply prohibits any other useful non-syntactic translations which violate constituent boundaries."
185,N09-1061,C08-1136,0,"Optimal algorithms exist for minimising the size of rules in a Synchronous Context-Free Grammar (SCFG) (Uno and Yagiura, 2000; Zhang et al., 2008)."
186,P09-1088,C08-1136,0,"The machine translation literature is littered with various attempts to learn a phrase-based string transducer directly from aligned sentence pairs, doing away with the separate word alignment step (Marcu and Wong, 2002; Cherry and Lin, 2007; Zhang et al., 2008b; Blunsom et al., 2008)."
